App ID,Title,Reviews Total,Reviews Score Fancy,Release Date,Reviews D7,Reviews D30,Reviews D90,Launch Price,Tags,name_slug,Revenue Estimated,Modified Tags,Steam Page
218620,PAYDAY 2,410570,89%,2013-08-13,,,,"$9,99","Co op, Action, FPS, Heist, Looter Shooter, Multiplayer, Online Co Op, Stealth, Crime, Shooter, Team Based, First Person, Great Soundtrack, Gun Customization, Tactical, PvE, Strategy, Singleplayer, Funny, Simulation",,"$4 101 594,30","Co op_, Action_, FPS_, Heist_, Looter Shooter_, Multiplayer_, Online Co Op_, Stealth_, Crime_, Shooter_, Team Based_, First Person_, Great Soundtrack_, Gun Customization_, Tactical_, PvE_, Strategy_, Singleplayer_, Funny_, Simulation_",https://store.steampowered.com/app/218620
